"DIM2","Näitaja","DIM3","Tegevusala (EMTAK 2008)","DIM4","Tööga hõivatud isikute arv","DIM5","Turvalisus","TIME","Vaatlusperiood","Value","Flag Codes","Flags"
"1","Ettevõtete osatähtsus, %","1","Tegevusalad kokku","5","100-249","27","Turvapoliitikat muudeti viimati 12 kuni 24 kuud tagasi","2019","2019",7.6,,
"1","Ettevõtete osatähtsus, %","1","Tegevusalad kokku","5","100-249","28","Turvapoliitikat muudeti viimati rohkem kui 24 kuud tagasi","2019","2019",4.6,,
"1","Ettevõtete osatähtsus, %","1","Tegevusalad kokku","5","100-249","29","Turvapoliitikat muudeti viimati viimase 24 kuu jooksul","2019","2019",41.6,,
"1","Ettevõtete osatähtsus, %","1","Tegevusalad kokku","5","100-249","30","Eelmisel aastal kokkupuude IKT turvaintsidendiga, IKT teenused polnud kättesaadavad","2019","2019",11,,
"1","Ettevõtete osatähtsus, %","1","Tegevusalad kokku","5","100-249","31","Eelmisel aastal kokkupuude IKT turvaintsidendiga, andmete hävitamine või rikkumine","2019","2019",7.5,,
"1","Ettevõtete osatähtsus, %","1","Tegevusalad kokku","5","100-249","32","Eelmisel aastal kokkupuude IKT turvaintsidendiga, konfidentsiaalsete andmete leke","2019","2019",5.8,,
"1","Ettevõtete osatähtsus, %","1","Tegevusalad kokku","5","100-249","33","Eelmisel aastal kokkupuude vähemalt ühe IKT turvaintsidendiga","2019","2019",17.4,,
"1","Ettevõtete osatähtsus, %","1","Tegevusalad kokku","5","100-249","34","Eelmisel aastal ei puutunud kokku ühegi IKT turvaintsidendiga","2019","2019",82.6,,
"1","Ettevõtete osatähtsus, %","1","Tegevusalad kokku","5","100-249","35","Kindlustus IKT turvaintsidentide vastu","2019","2019",13.5,,
"1","Ettevõtete osatähtsus, %","1","Tegevusalad kokku","6","250 ja enam","1","Tugev paroolide autentimine","2019","2019",91.1,,
"1","Ettevõtete osatähtsus, %","1","Tegevusalad kokku","6","250 ja enam","2","Värskeimate tarkvara versioonide kasutamine","2019","2019",91.6,,
"1","Ettevõtete osatähtsus, %","1","Tegevusalad kokku","6","250 ja enam","3","Biomeetrilise meetodi kasutamine kasutaja tuvastamiseks, autentimiseks","2019","2019",12.9,,
"1","Ettevõtete osatähtsus, %","1","Tegevusalad kokku","6","250 ja enam","4","Andmete, dokumentide, e-kirjade krüpteerimine","2019","2019",63.6,,
"1","Ettevõtete osatähtsus, %","1","Tegevusalad kokku","6","250 ja enam","5","Andmete varundamine eraldi keskkonda","2019","2019",91.1,,
"1","Ettevõtete osatähtsus, %","1","Tegevusalad kokku","6","250 ja enam","6","Võrgujuurdepääsu kontroll","2019","2019",91.1,,
"1","Ettevõtete osatähtsus, %","1","Tegevusalad kokku","6","250 ja enam","7","VPNi kasutamine","2019","2019",89.3,,
"1","Ettevõtete osatähtsus, %","1","Tegevusalad kokku","6","250 ja enam","8","Turvaintsidendi logifailide kopeerimine ja säilitamine analüüsiks","2019","2019",72,,
"1","Ettevõtete osatähtsus, %","1","Tegevusalad kokku","6","250 ja enam","9","IKT riskianalüüside teostamine","2019","2019",64.7,,
"1","Ettevõtete osatähtsus, %","1","Tegevusalad kokku","6","250 ja enam","10","IKT turvatestid","2019","2019",69.7,,
"1","Ettevõtete osatähtsus, %","1","Tegevusalad kokku","6","250 ja enam","11","Kasutatakse IKT turvalisuse meetodeid","2019","2019",99.4,,
"1","Ettevõtete osatähtsus, %","1","Tegevusalad kokku","6","250 ja enam","12","Vabatahtlik IKT turvalisuse koolitusel osalemine, sisemise teabe edastamine","2019","2019",79.3,,
"1","Ettevõtete osatähtsus, %","1","Tegevusalad kokku","6","250 ja enam","13","Kohustuslikud koolitused, kohustusliku materjali lugemine","2019","2019",75.9,,
"1","Ettevõtete osatähtsus, %","1","Tegevusalad kokku","6","250 ja enam","14","IKT turvalisusega seonduv on fikseeritud lepingus","2019","2019",69.8,,
"1","Ettevõtete osatähtsus, %","1","Tegevusalad kokku","6","250 ja enam","15","Töötajaid teavitatakse IKT turvalisusest eri viisidel","2019","2019",89.3,,
"1","Ettevõtete osatähtsus, %","1","Tegevusalad kokku","6","250 ja enam","16","IKT turvalisuse teemadest ei teavitata","2019","2019",10.7,,
"1","Ettevõtete osatähtsus, %","1","Tegevusalad kokku","6","250 ja enam","17","IKT turvalisuse tegevuste teostajad on ettevõtte enda töötajad","2019","2019",76,,
"1","Ettevõtete osatähtsus, %","1","Tegevusalad kokku","6","250 ja enam","18","IKT turvalisuse tegevusi teostab väline teenusepakkuja","2019","2019",59.2,,
"1","Ettevõtete osatähtsus, %","1","Tegevusalad kokku","6","250 ja enam","19","IKT turvalisuse tegevusi teostavad ettevõtte enda töötajad ja väline teenusepakkuja","2019","2019",98.8,,
"1","Ettevõtete osatähtsus, %","1","Tegevusalad kokku","6","250 ja enam","20","IKT alaseid, sh IKT turvalisusega seotud ülesandeid teostavad ettevõtte enda töötajad","2019","2019",74.3,,
"1","Ettevõtete osatähtsus, %","1","Tegevusalad kokku","6","250 ja enam","21","IKT alaseid ülesandeid teostavad enda töötajad, IKT turvalisuse ülesandeid väline teenusepakkuja","2019","2019",41.9,,
"1","Ettevõtete osatähtsus, %","1","Tegevusalad kokku","6","250 ja enam","22","IKT alaseid ülesandeid teostab väline teenusepakkuja, IKT turvalisuse ülesandeid enda töötaja","2019","2019",54.2,,
"1","Ettevõtete osatähtsus, %","1","Tegevusalad kokku","6","250 ja enam","23","IKT alaseid, sealhulgas IKT turvalisusega seotud ülesandeid teostab väline teenusepakkuja","2019","2019",54.1,,
"1","Ettevõtete osatähtsus, %","1","Tegevusalad kokku","6","250 ja enam","24","Dokumendid IKT turvalisuse hindamise, praktikate, protseduuride kohta","2019","2019",60.9,,
"1","Ettevõtete osatähtsus, %","1","Tegevusalad kokku","6","250 ja enam","25","Ettevõttes IKT spetsialistid ja dokumentatsioon IKT turvalisuse hindamise, praktikate ja protseduuride kohta","2019","2019",46.8,,
"1","Ettevõtete osatähtsus, %","1","Tegevusalad kokku","6","250 ja enam","26","Turvapoliitikat muudeti viimati viimase 12 kuu jooksul","2019","2019",48.5,,
"1","Ettevõtete osatähtsus, %","1","Tegevusalad kokku","6","250 ja enam","27","Turvapoliitikat muudeti viimati 12 kuni 24 kuud tagasi","2019","2019",9,,
"1","Ettevõtete osatähtsus, %","1","Tegevusalad kokku","6","250 ja enam","28","Turvapoliitikat muudeti viimati rohkem kui 24 kuud tagasi","2019","2019",3.3,,
"1","Ettevõtete osatähtsus, %","1","Tegevusalad kokku","6","250 ja enam","29","Turvapoliitikat muudeti viimati viimase 24 kuu jooksul","2019","2019",57.5,,
"1","Ettevõtete osatähtsus, %","1","Tegevusalad kokku","6","250 ja enam","30","Eelmisel aastal kokkupuude IKT turvaintsidendiga, IKT teenused polnud kättesaadavad","2019","2019",11.2,,
"1","Ettevõtete osatähtsus, %","1","Tegevusalad kokku","6","250 ja enam","31","Eelmisel aastal kokkupuude IKT turvaintsidendiga, andmete hävitamine või rikkumine","2019","2019",6.7,,
"1","Ettevõtete osatähtsus, %","1","Tegevusalad kokku","6","250 ja enam","32","Eelmisel aastal kokkupuude IKT turvaintsidendiga, konfidentsiaalsete andmete leke","2019","2019",9,,
"1","Ettevõtete osatähtsus, %","1","Tegevusalad kokku","6","250 ja enam","33","Eelmisel aastal kokkupuude vähemalt ühe IKT turvaintsidendiga","2019","2019",21.8,,
"1","Ettevõtete osatähtsus, %","1","Tegevusalad kokku","6","250 ja enam","34","Eelmisel aastal ei puutunud kokku ühegi IKT turvaintsidendiga","2019","2019",78.2,,
"1","Ettevõtete osatähtsus, %","1","Tegevusalad kokku","6","250 ja enam","35","Kindlustus IKT turvaintsidentide vastu","2019","2019",18.9,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","1","Kokku","1","Tugev paroolide autentimine","2019","2019",52.4,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","1","Kokku","2","Värskeimate tarkvara versioonide kasutamine","2019","2019",64.6,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","1","Kokku","3","Biomeetrilise meetodi kasutamine kasutaja tuvastamiseks, autentimiseks","2019","2019",2.8,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","1","Kokku","4","Andmete, dokumentide, e-kirjade krüpteerimine","2019","2019",13.9,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","1","Kokku","5","Andmete varundamine eraldi keskkonda","2019","2019",61.9,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","1","Kokku","6","Võrgujuurdepääsu kontroll","2019","2019",32.6,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","1","Kokku","7","VPNi kasutamine","2019","2019",15.1,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","1","Kokku","8","Turvaintsidendi logifailide kopeerimine ja säilitamine analüüsiks","2019","2019",17.6,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","1","Kokku","9","IKT riskianalüüside teostamine","2019","2019",9.8,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","1","Kokku","10","IKT turvatestid","2019","2019",11.4,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","1","Kokku","11","Kasutatakse IKT turvalisuse meetodeid","2019","2019",87.4,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","1","Kokku","12","Vabatahtlik IKT turvalisuse koolitusel osalemine, sisemise teabe edastamine","2019","2019",43,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","1","Kokku","13","Kohustuslikud koolitused, kohustusliku materjali lugemine","2019","2019",42.7,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","1","Kokku","14","IKT turvalisusega seonduv on fikseeritud lepingus","2019","2019",36.6,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","1","Kokku","15","Töötajaid teavitatakse IKT turvalisusest eri viisidel","2019","2019",53.3,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","1","Kokku","16","IKT turvalisuse teemadest ei teavitata","2019","2019",46.7,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","1","Kokku","17","IKT turvalisuse tegevuste teostajad on ettevõtte enda töötajad","2019","2019",36.1,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","1","Kokku","18","IKT turvalisuse tegevusi teostab väline teenusepakkuja","2019","2019",49.8,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","1","Kokku","19","IKT turvalisuse tegevusi teostavad ettevõtte enda töötajad ja väline teenusepakkuja","2019","2019",78.9,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","1","Kokku","20","IKT alaseid, sh IKT turvalisusega seotud ülesandeid teostavad ettevõtte enda töötajad","2019","2019",32.4,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","1","Kokku","21","IKT alaseid ülesandeid teostavad enda töötajad, IKT turvalisuse ülesandeid väline teenusepakkuja","2019","2019",15.9,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","1","Kokku","22","IKT alaseid ülesandeid teostab väline teenusepakkuja, IKT turvalisuse ülesandeid enda töötaja","2019","2019",7,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","1","Kokku","23","IKT alaseid, sealhulgas IKT turvalisusega seotud ülesandeid teostab väline teenusepakkuja","2019","2019",42.4,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","1","Kokku","24","Dokumendid IKT turvalisuse hindamise, praktikate, protseduuride kohta","2019","2019",13.1,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","1","Kokku","25","Ettevõttes IKT spetsialistid ja dokumentatsioon IKT turvalisuse hindamise, praktikate ja protseduuride kohta","2019","2019",0,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","1","Kokku","26","Turvapoliitikat muudeti viimati viimase 12 kuu jooksul","2019","2019",8.6,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","1","Kokku","27","Turvapoliitikat muudeti viimati 12 kuni 24 kuud tagasi","2019","2019",0.4,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","1","Kokku","28","Turvapoliitikat muudeti viimati rohkem kui 24 kuud tagasi","2019","2019",4.1,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","1","Kokku","29","Turvapoliitikat muudeti viimati viimase 24 kuu jooksul","2019","2019",9,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","1","Kokku","30","Eelmisel aastal kokkupuude IKT turvaintsidendiga, IKT teenused polnud kättesaadavad","2019","2019",2.5,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","1","Kokku","31","Eelmisel aastal kokkupuude IKT turvaintsidendiga, andmete hävitamine või rikkumine","2019","2019",0.8,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","1","Kokku","32","Eelmisel aastal kokkupuude IKT turvaintsidendiga, konfidentsiaalsete andmete leke","2019","2019",0.8,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","1","Kokku","33","Eelmisel aastal kokkupuude vähemalt ühe IKT turvaintsidendiga","2019","2019",3.3,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","1","Kokku","34","Eelmisel aastal ei puutunud kokku ühegi IKT turvaintsidendiga","2019","2019",96.7,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","1","Kokku","35","Kindlustus IKT turvaintsidentide vastu","2019","2019",0.4,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","2","10-19","1","Tugev paroolide autentimine","2019","2019",52.6,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","2","10-19","2","Värskeimate tarkvara versioonide kasutamine","2019","2019",63.2,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","2","10-19","3","Biomeetrilise meetodi kasutamine kasutaja tuvastamiseks, autentimiseks","2019","2019",5.3,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","2","10-19","4","Andmete, dokumentide, e-kirjade krüpteerimine","2019","2019",5.3,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","2","10-19","5","Andmete varundamine eraldi keskkonda","2019","2019",52.6,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","2","10-19","6","Võrgujuurdepääsu kontroll","2019","2019",21.1,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","2","10-19","7","VPNi kasutamine","2019","2019",5.3,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","2","10-19","8","Turvaintsidendi logifailide kopeerimine ja säilitamine analüüsiks","2019","2019",10.5,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","2","10-19","9","IKT riskianalüüside teostamine","2019","2019",5.3,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","2","10-19","10","IKT turvatestid","2019","2019",5.3,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","2","10-19","11","Kasutatakse IKT turvalisuse meetodeid","2019","2019",89.5,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","2","10-19","12","Vabatahtlik IKT turvalisuse koolitusel osalemine, sisemise teabe edastamine","2019","2019",47.4,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","2","10-19","13","Kohustuslikud koolitused, kohustusliku materjali lugemine","2019","2019",42.1,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","2","10-19","14","IKT turvalisusega seonduv on fikseeritud lepingus","2019","2019",36.8,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","2","10-19","15","Töötajaid teavitatakse IKT turvalisusest eri viisidel","2019","2019",47.4,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","2","10-19","16","IKT turvalisuse teemadest ei teavitata","2019","2019",52.6,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","2","10-19","17","IKT turvalisuse tegevuste teostajad on ettevõtte enda töötajad","2019","2019",42.1,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","2","10-19","18","IKT turvalisuse tegevusi teostab väline teenusepakkuja","2019","2019",31.6,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","2","10-19","19","IKT turvalisuse tegevusi teostavad ettevõtte enda töötajad ja väline teenusepakkuja","2019","2019",73.7,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","2","10-19","20","IKT alaseid, sh IKT turvalisusega seotud ülesandeid teostavad ettevõtte enda töötajad","2019","2019",42.1,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","2","10-19","21","IKT alaseid ülesandeid teostavad enda töötajad, IKT turvalisuse ülesandeid väline teenusepakkuja","2019","2019",15.8,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","2","10-19","22","IKT alaseid ülesandeid teostab väline teenusepakkuja, IKT turvalisuse ülesandeid enda töötaja","2019","2019",0,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","2","10-19","23","IKT alaseid, sealhulgas IKT turvalisusega seotud ülesandeid teostab väline teenusepakkuja","2019","2019",26.3,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","2","10-19","24","Dokumendid IKT turvalisuse hindamise, praktikate, protseduuride kohta","2019","2019",0,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","2","10-19","25","Ettevõttes IKT spetsialistid ja dokumentatsioon IKT turvalisuse hindamise, praktikate ja protseduuride kohta","2019","2019",0,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","2","10-19","26","Turvapoliitikat muudeti viimati viimase 12 kuu jooksul","2019","2019",0,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","2","10-19","27","Turvapoliitikat muudeti viimati 12 kuni 24 kuud tagasi","2019","2019",0,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","2","10-19","28","Turvapoliitikat muudeti viimati rohkem kui 24 kuud tagasi","2019","2019",0,,
"1","Ettevõtete osatähtsus, %","2","Põllumajandus, metsamajandus ja kalapüük","2","10-19","29","Turvapoliitikat muudeti viimati viimase 24 kuu jooksul","2019","2019",0,,
