Näitaja;Tegevusala;Tööga hõivatud isikute arv;DIM5;Turvalisus;TIME;Vaatlusperiood;ValueStr;Value
Ettevõtete osatähtsus, %;Tegevusalad kokku;250 ja enam;4;Andmete, dokumentide, e-kirjade krüpteerimine;2019;2019;63.6;63,6
Ettevõtete osatähtsus, %;Tegevusalad kokku;250 ja enam;5;Andmete varundamine eraldi keskkonda;2019;2019;91.1;91,1
Ettevõtete osatähtsus, %;Tegevusalad kokku;250 ja enam;6;Võrgujuurdepääsu kontroll;2019;2019;91.1;91,1
Ettevõtete osatähtsus, %;Tegevusalad kokku;250 ja enam;7;VPNi kasutamine;2019;2019;89.3;89,3
Ettevõtete osatähtsus, %;Tegevusalad kokku;250 ja enam;8;Turvaintsidendi logifailide kopeerimine ja säilitamine analüüsiks;2019;2019;72;72
Ettevõtete osatähtsus, %;Tegevusalad kokku;250 ja enam;9;IKT riskianalüüside teostamine;2019;2019;64.7;64,7
Ettevõtete osatähtsus, %;Tegevusalad kokku;250 ja enam;10;IKT turvatestid;2019;2019;69.7;69,7
Ettevõtete osatähtsus, %;Tegevusalad kokku;250 ja enam;11;Kasutatakse IKT turvalisuse meetodeid;2019;2019;99.4;99,4
Ettevõtete osatähtsus, %;Tegevusalad kokku;250 ja enam;12;Vabatahtlik IKT turvalisuse koolitusel osalemine, sisemise teabe edastamine;2019;2019;79.3;79,3
Ettevõtete osatähtsus, %;Tegevusalad kokku;250 ja enam;13;Kohustuslikud koolitused, kohustusliku materjali lugemine;2019;2019;75.9;75,9
Ettevõtete osatähtsus, %;Tegevusalad kokku;250 ja enam;14;IKT turvalisusega seonduv on fikseeritud lepingus;2019;2019;69.8;69,8
Ettevõtete osatähtsus, %;Tegevusalad kokku;250 ja enam;15;Töötajaid teavitatakse IKT turvalisusest eri viisidel;2019;2019;89.3;89,3
Ettevõtete osatähtsus, %;Tegevusalad kokku;250 ja enam;16;IKT turvalisuse teemadest ei teavitata;2019;2019;10.7;10,7
Ettevõtete osatähtsus, %;Tegevusalad kokku;250 ja enam;17;IKT turvalisuse tegevuste teostajad on ettevõtte enda töötajad;2019;2019;76;76
Ettevõtete osatähtsus, %;Tegevusalad kokku;250 ja enam;18;IKT turvalisuse tegevusi teostab väline teenusepakkuja;2019;2019;59.2;59,2
Ettevõtete osatähtsus, %;Tegevusalad kokku;250 ja enam;19;IKT turvalisuse tegevusi teostavad ettevõtte enda töötajad ja väline teenusepakkuja;2019;2019;98.8;98,8
Ettevõtete osatähtsus, %;Tegevusalad kokku;250 ja enam;20;IKT alaseid, sh IKT turvalisusega seotud ülesandeid teostavad ettevõtte enda töötajad;2019;2019;74.3;74,3
Ettevõtete osatähtsus, %;Tegevusalad kokku;250 ja enam;21;IKT alaseid ülesandeid teostavad enda töötajad, IKT turvalisuse ülesandeid väline teenusepakkuja;2019;2019;41.9;41,9
Ettevõtete osatähtsus, %;Tegevusalad kokku;250 ja enam;22;IKT alaseid ülesandeid teostab väline teenusepakkuja, IKT turvalisuse ülesandeid enda töötaja;2019;2019;54.2;54,2
Ettevõtete osatähtsus, %;Tegevusalad kokku;250 ja enam;23;IKT alaseid, sealhulgas IKT turvalisusega seotud ülesandeid teostab väline teenusepakkuja;2019;2019;54.1;54,1
Ettevõtete osatähtsus, %;Tegevusalad kokku;250 ja enam;24;Dokumendid IKT turvalisuse hindamise, praktikate, protseduuride kohta;2019;2019;60.9;60,9
Ettevõtete osatähtsus, %;Tegevusalad kokku;250 ja enam;25;Ettevõttes IKT spetsialistid ja dokumentatsioon IKT turvalisuse hindamise, praktikate ja protseduuride kohta;2019;2019;46.8;46,8
Ettevõtete osatähtsus, %;Tegevusalad kokku;250 ja enam;26;Turvapoliitikat muudeti viimati viimase 12 kuu jooksul;2019;2019;48.5;48,5
Ettevõtete osatähtsus, %;Tegevusalad kokku;250 ja enam;27;Turvapoliitikat muudeti viimati 12 kuni 24 kuud tagasi;2019;2019;9;9
Ettevõtete osatähtsus, %;Tegevusalad kokku;250 ja enam;28;Turvapoliitikat muudeti viimati rohkem kui 24 kuud tagasi;2019;2019;3.3;3,3
Ettevõtete osatähtsus, %;Tegevusalad kokku;250 ja enam;29;Turvapoliitikat muudeti viimati viimase 24 kuu jooksul;2019;2019;57.5;57,5
Ettevõtete osatähtsus, %;Tegevusalad kokku;250 ja enam;30;Eelmisel aastal kokkupuude IKT turvaintsidendiga, IKT teenused polnud kättesaadavad;2019;2019;11.2;11,2
Ettevõtete osatähtsus, %;Tegevusalad kokku;250 ja enam;31;Eelmisel aastal kokkupuude IKT turvaintsidendiga, andmete hävitamine või rikkumine;2019;2019;6.7;6,7
Ettevõtete osatähtsus, %;Tegevusalad kokku;250 ja enam;32;Eelmisel aastal kokkupuude IKT turvaintsidendiga, konfidentsiaalsete andmete leke;2019;2019;9;9
Ettevõtete osatähtsus, %;Tegevusalad kokku;250 ja enam;33;Eelmisel aastal kokkupuude vähemalt ühe IKT turvaintsidendiga;2019;2019;21.8;21,8
Ettevõtete osatähtsus, %;Tegevusalad kokku;250 ja enam;34;Eelmisel aastal ei puutunud kokku ühegi IKT turvaintsidendiga;2019;2019;78.2;78,2
Ettevõtete osatähtsus, %;Tegevusalad kokku;250 ja enam;35;Kindlustus IKT turvaintsidentide vastu;2019;2019;18.9;18,9
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;Kokku;1;Tugev paroolide autentimine;2019;2019;52.4;52,4
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;Kokku;2;Värskeimate tarkvara versioonide kasutamine;2019;2019;64.6;64,6
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;Kokku;3;Biomeetrilise meetodi kasutamine kasutaja tuvastamiseks, autentimiseks;2019;2019;2.8;2,8
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;Kokku;4;Andmete, dokumentide, e-kirjade krüpteerimine;2019;2019;13.9;13,9
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;Kokku;5;Andmete varundamine eraldi keskkonda;2019;2019;61.9;61,9
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;Kokku;6;Võrgujuurdepääsu kontroll;2019;2019;32.6;32,6
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;Kokku;7;VPNi kasutamine;2019;2019;15.1;15,1
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;Kokku;8;Turvaintsidendi logifailide kopeerimine ja säilitamine analüüsiks;2019;2019;17.6;17,6
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;Kokku;9;IKT riskianalüüside teostamine;2019;2019;9.8;9,8
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;Kokku;10;IKT turvatestid;2019;2019;11.4;11,4
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;Kokku;11;Kasutatakse IKT turvalisuse meetodeid;2019;2019;87.4;87,4
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;Kokku;12;Vabatahtlik IKT turvalisuse koolitusel osalemine, sisemise teabe edastamine;2019;2019;43;43
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;Kokku;13;Kohustuslikud koolitused, kohustusliku materjali lugemine;2019;2019;42.7;42,7
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;Kokku;14;IKT turvalisusega seonduv on fikseeritud lepingus;2019;2019;36.6;36,6
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;Kokku;15;Töötajaid teavitatakse IKT turvalisusest eri viisidel;2019;2019;53.3;53,3
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;Kokku;16;IKT turvalisuse teemadest ei teavitata;2019;2019;46.7;46,7
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;Kokku;17;IKT turvalisuse tegevuste teostajad on ettevõtte enda töötajad;2019;2019;36.1;36,1
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;Kokku;18;IKT turvalisuse tegevusi teostab väline teenusepakkuja;2019;2019;49.8;49,8
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;Kokku;19;IKT turvalisuse tegevusi teostavad ettevõtte enda töötajad ja väline teenusepakkuja;2019;2019;78.9;78,9
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;Kokku;20;IKT alaseid, sh IKT turvalisusega seotud ülesandeid teostavad ettevõtte enda töötajad;2019;2019;32.4;32,4
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;Kokku;21;IKT alaseid ülesandeid teostavad enda töötajad, IKT turvalisuse ülesandeid väline teenusepakkuja;2019;2019;15.9;15,9
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;Kokku;22;IKT alaseid ülesandeid teostab väline teenusepakkuja, IKT turvalisuse ülesandeid enda töötaja;2019;2019;7;7
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;Kokku;23;IKT alaseid, sealhulgas IKT turvalisusega seotud ülesandeid teostab väline teenusepakkuja;2019;2019;42.4;42,4
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;Kokku;24;Dokumendid IKT turvalisuse hindamise, praktikate, protseduuride kohta;2019;2019;13.1;13,1
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;Kokku;25;Ettevõttes IKT spetsialistid ja dokumentatsioon IKT turvalisuse hindamise, praktikate ja protseduuride kohta;2019;2019;0;0
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;Kokku;26;Turvapoliitikat muudeti viimati viimase 12 kuu jooksul;2019;2019;8.6;8,6
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;Kokku;27;Turvapoliitikat muudeti viimati 12 kuni 24 kuud tagasi;2019;2019;0.4;0,4
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;Kokku;28;Turvapoliitikat muudeti viimati rohkem kui 24 kuud tagasi;2019;2019;4.1;4,1
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;Kokku;29;Turvapoliitikat muudeti viimati viimase 24 kuu jooksul;2019;2019;9;9
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;Kokku;30;Eelmisel aastal kokkupuude IKT turvaintsidendiga, IKT teenused polnud kättesaadavad;2019;2019;2.5;2,5
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;Kokku;31;Eelmisel aastal kokkupuude IKT turvaintsidendiga, andmete hävitamine või rikkumine;2019;2019;0.8;0,8
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;Kokku;32;Eelmisel aastal kokkupuude IKT turvaintsidendiga, konfidentsiaalsete andmete leke;2019;2019;0.8;0,8
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;Kokku;33;Eelmisel aastal kokkupuude vähemalt ühe IKT turvaintsidendiga;2019;2019;3.3;3,3
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;Kokku;34;Eelmisel aastal ei puutunud kokku ühegi IKT turvaintsidendiga;2019;2019;96.7;96,7
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;Kokku;35;Kindlustus IKT turvaintsidentide vastu;2019;2019;0.4;0,4
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;10-19;1;Tugev paroolide autentimine;2019;2019;52.6;52,6
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;10-19;2;Värskeimate tarkvara versioonide kasutamine;2019;2019;63.2;63,2
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;10-19;3;Biomeetrilise meetodi kasutamine kasutaja tuvastamiseks, autentimiseks;2019;2019;5.3;5,3
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;10-19;4;Andmete, dokumentide, e-kirjade krüpteerimine;2019;2019;5.3;5,3
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;10-19;5;Andmete varundamine eraldi keskkonda;2019;2019;52.6;52,6
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;10-19;6;Võrgujuurdepääsu kontroll;2019;2019;21.1;21,1
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;10-19;7;VPNi kasutamine;2019;2019;5.3;5,3
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;10-19;8;Turvaintsidendi logifailide kopeerimine ja säilitamine analüüsiks;2019;2019;10.5;10,5
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;10-19;9;IKT riskianalüüside teostamine;2019;2019;5.3;5,3
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;10-19;10;IKT turvatestid;2019;2019;5.3;5,3
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;10-19;11;Kasutatakse IKT turvalisuse meetodeid;2019;2019;89.5;89,5
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;10-19;12;Vabatahtlik IKT turvalisuse koolitusel osalemine, sisemise teabe edastamine;2019;2019;47.4;47,4
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;10-19;13;Kohustuslikud koolitused, kohustusliku materjali lugemine;2019;2019;42.1;42,1
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;10-19;14;IKT turvalisusega seonduv on fikseeritud lepingus;2019;2019;36.8;36,8
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;10-19;15;Töötajaid teavitatakse IKT turvalisusest eri viisidel;2019;2019;47.4;47,4
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;10-19;16;IKT turvalisuse teemadest ei teavitata;2019;2019;52.6;52,6
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;10-19;17;IKT turvalisuse tegevuste teostajad on ettevõtte enda töötajad;2019;2019;42.1;42,1
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;10-19;18;IKT turvalisuse tegevusi teostab väline teenusepakkuja;2019;2019;31.6;31,6
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;10-19;19;IKT turvalisuse tegevusi teostavad ettevõtte enda töötajad ja väline teenusepakkuja;2019;2019;73.7;73,7
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;10-19;20;IKT alaseid, sh IKT turvalisusega seotud ülesandeid teostavad ettevõtte enda töötajad;2019;2019;42.1;42,1
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;10-19;21;IKT alaseid ülesandeid teostavad enda töötajad, IKT turvalisuse ülesandeid väline teenusepakkuja;2019;2019;15.8;15,8
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;10-19;22;IKT alaseid ülesandeid teostab väline teenusepakkuja, IKT turvalisuse ülesandeid enda töötaja;2019;2019;0;0
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;10-19;23;IKT alaseid, sealhulgas IKT turvalisusega seotud ülesandeid teostab väline teenusepakkuja;2019;2019;26.3;26,3
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;10-19;24;Dokumendid IKT turvalisuse hindamise, praktikate, protseduuride kohta;2019;2019;0;0
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;10-19;25;Ettevõttes IKT spetsialistid ja dokumentatsioon IKT turvalisuse hindamise, praktikate ja protseduuride kohta;2019;2019;0;0
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;10-19;26;Turvapoliitikat muudeti viimati viimase 12 kuu jooksul;2019;2019;0;0
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;10-19;27;Turvapoliitikat muudeti viimati 12 kuni 24 kuud tagasi;2019;2019;0;0
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;10-19;28;Turvapoliitikat muudeti viimati rohkem kui 24 kuud tagasi;2019;2019;0;0
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;10-19;29;Turvapoliitikat muudeti viimati viimase 24 kuu jooksul;2019;2019;0;0
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;10-19;30;Eelmisel aastal kokkupuude IKT turvaintsidendiga, IKT teenused polnud kättesaadavad;2019;2019;0;0
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;10-19;31;Eelmisel aastal kokkupuude IKT turvaintsidendiga, andmete hävitamine või rikkumine;2019;2019;0;0
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;10-19;32;Eelmisel aastal kokkupuude IKT turvaintsidendiga, konfidentsiaalsete andmete leke;2019;2019;0;0
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;10-19;33;Eelmisel aastal kokkupuude vähemalt ühe IKT turvaintsidendiga;2019;2019;0;0
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;10-19;34;Eelmisel aastal ei puutunud kokku ühegi IKT turvaintsidendiga;2019;2019;100;100
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;10-19;35;Kindlustus IKT turvaintsidentide vastu;2019;2019;0;0
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;20-49;1;Tugev paroolide autentimine;2019;2019;51.9;51,9
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;20-49;2;Värskeimate tarkvara versioonide kasutamine;2019;2019;63;63
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;20-49;3;Biomeetrilise meetodi kasutamine kasutaja tuvastamiseks, autentimiseks;2019;2019;0;0
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;20-49;4;Andmete, dokumentide, e-kirjade krüpteerimine;2019;2019;22.2;22,2
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;20-49;5;Andmete varundamine eraldi keskkonda;2019;2019;70.4;70,4
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;20-49;6;Võrgujuurdepääsu kontroll;2019;2019;37;37
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;20-49;7;VPNi kasutamine;2019;2019;25.9;25,9
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;20-49;8;Turvaintsidendi logifailide kopeerimine ja säilitamine analüüsiks;2019;2019;25.9;25,9
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;20-49;9;IKT riskianalüüside teostamine;2019;2019;14.8;14,8
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;20-49;10;IKT turvatestid;2019;2019;18.5;18,5
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;20-49;11;Kasutatakse IKT turvalisuse meetodeid;2019;2019;85.2;85,2
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;20-49;12;Vabatahtlik IKT turvalisuse koolitusel osalemine, sisemise teabe edastamine;2019;2019;37;37
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;20-49;13;Kohustuslikud koolitused, kohustusliku materjali lugemine;2019;2019;44.4;44,4
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;20-49;14;IKT turvalisusega seonduv on fikseeritud lepingus;2019;2019;37;37
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;20-49;15;Töötajaid teavitatakse IKT turvalisusest eri viisidel;2019;2019;59.3;59,3
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;20-49;16;IKT turvalisuse teemadest ei teavitata;2019;2019;40.7;40,7
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;20-49;17;IKT turvalisuse tegevuste teostajad on ettevõtte enda töötajad;2019;2019;33.3;33,3
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;20-49;18;IKT turvalisuse tegevusi teostab väline teenusepakkuja;2019;2019;63;63
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;20-49;19;IKT turvalisuse tegevusi teostavad ettevõtte enda töötajad ja väline teenusepakkuja;2019;2019;81.5;81,5
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;20-49;20;IKT alaseid, sh IKT turvalisusega seotud ülesandeid teostavad ettevõtte enda töötajad;2019;2019;25.9;25,9
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;20-49;21;IKT alaseid ülesandeid teostavad enda töötajad, IKT turvalisuse ülesandeid väline teenusepakkuja;2019;2019;18.5;18,5
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;20-49;22;IKT alaseid ülesandeid teostab väline teenusepakkuja, IKT turvalisuse ülesandeid enda töötaja;2019;2019;14.8;14,8
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;20-49;23;IKT alaseid, sealhulgas IKT turvalisusega seotud ülesandeid teostab väline teenusepakkuja;2019;2019;51.9;51,9
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;20-49;24;Dokumendid IKT turvalisuse hindamise, praktikate, protseduuride kohta;2019;2019;25.9;25,9
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;20-49;25;Ettevõttes IKT spetsialistid ja dokumentatsioon IKT turvalisuse hindamise, praktikate ja protseduuride kohta;2019;2019;0;0
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;20-49;26;Turvapoliitikat muudeti viimati viimase 12 kuu jooksul;2019;2019;18.5;18,5
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;20-49;27;Turvapoliitikat muudeti viimati 12 kuni 24 kuud tagasi;2019;2019;0;0
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;20-49;28;Turvapoliitikat muudeti viimati rohkem kui 24 kuud tagasi;2019;2019;7.4;7,4
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;20-49;29;Turvapoliitikat muudeti viimati viimase 24 kuu jooksul;2019;2019;18.5;18,5
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;20-49;30;Eelmisel aastal kokkupuude IKT turvaintsidendiga, IKT teenused polnud kättesaadavad;2019;2019;3.7;3,7
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;20-49;31;Eelmisel aastal kokkupuude IKT turvaintsidendiga, andmete hävitamine või rikkumine;2019;2019;0;0
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;20-49;32;Eelmisel aastal kokkupuude IKT turvaintsidendiga, konfidentsiaalsete andmete leke;2019;2019;0;0
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;20-49;33;Eelmisel aastal kokkupuude vähemalt ühe IKT turvaintsidendiga;2019;2019;3.7;3,7
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;20-49;34;Eelmisel aastal ei puutunud kokku ühegi IKT turvaintsidendiga;2019;2019;96.3;96,3
Ettevõtete osatähtsus, %;Põllumajandus, metsamajandus ja kalapüük;20-49;35;Kindlustus IKT turvaintsidentide vastu;2019;2019;0;0
